source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:1901564	organonitrogen compound metabolic process	6.319682429189315e-07	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5986	355	156	21031	0.4394366197183099	0.02606080855329101	query_1	['GO:0006807', 'GO:0071704']
GO:BP	GO:0065008	regulation of biological quality	6.761116832106104e-07	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2846	355	92	21031	0.2591549295774648	0.03232607167955025	query_1	['GO:0065007']
GO:BP	GO:0031399	regulation of protein modification process	7.155135096292062e-07	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1229	355	53	21031	0.14929577464788732	0.043124491456468676	query_1	['GO:0036211', 'GO:0051246']
GO:BP	GO:0002443	leukocyte mediated immunity	7.306463233868293e-07	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	460	355	30	21031	0.08450704225352113	0.06521739130434782	query_1	['GO:0002252']
GO:BP	GO:0048731	system development	7.457066626128914e-07	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3973	355	116	21031	0.3267605633802817	0.029197080291970802	query_1	['GO:0007275', 'GO:0048856']
GO:BP	GO:0002456	T cell mediated immunity	7.694403258973169e-07	True	"""Any process involved in the carrying out of an immune response by a T cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	124	355	16	21031	0.04507042253521127	0.12903225806451613	query_1	['GO:0002449', 'GO:0002460']
GO:BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	8.522157440165334e-07	True	"""The process in which an antigenically naive CD4-positive, alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."" [GOC:add, ISBN:0781735149]"	75	355	13	21031	0.036619718309859155	0.17333333333333334	query_1	['GO:0002293', 'GO:0043367']
GO:BP	GO:0009628	response to abiotic stimulus	9.598056072937798e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1128	355	50	21031	0.14084507042253522	0.044326241134751775	query_1	['GO:0050896']
GO:BP	GO:0002695	negative regulation of leukocyte activation	9.98310391387443e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	186	355	19	21031	0.05352112676056338	0.10215053763440861	query_1	['GO:0002683', 'GO:0002694', 'GO:0045321', 'GO:0050866']
GO:CC	GO:0042470	melanosome	1.0029754076673447e-06	True	"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]"	111	358	14	22097	0.03910614525139665	0.12612612612612611	query_1	['GO:0048770']
GO:CC	GO:0048770	pigment granule	1.0029754076673447e-06	True	"""A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes."" [GOC:jid, GOC:mh]"	111	358	14	22097	0.03910614525139665	0.12612612612612611	query_1	['GO:0031410']
GO:BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	1.0125740046562066e-06	True	"""The process in which an antigenically naive alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell during an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."" [GOC:add, ISBN:0781735149]"	76	355	13	21031	0.036619718309859155	0.17105263157894737	query_1	['GO:0002287', 'GO:0002292', 'GO:0046632']
GO:BP	GO:0002287	alpha-beta T cell activation involved in immune response	1.0125740046562066e-06	True	"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	76	355	13	21031	0.036619718309859155	0.17105263157894737	query_1	['GO:0002286', 'GO:0046631']
GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1.094330149217601e-06	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	187	355	19	21031	0.05352112676056338	0.10160427807486631	query_1	['GO:0002460', 'GO:0002819']
GO:BP	GO:0010648	negative regulation of cell communication	1.1549745967895593e-06	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1398	355	57	21031	0.16056338028169015	0.0407725321888412	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']
GO:BP	GO:0023057	negative regulation of signaling	1.1549745967895593e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1398	355	57	21031	0.16056338028169015	0.0407725321888412	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']
GO:BP	GO:0051252	regulation of RNA metabolic process	1.2099739268100821e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3763	355	111	21031	0.3126760563380282	0.029497741163964922	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']
GO:BP	GO:0010035	response to inorganic substance	1.3332856882112572e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	531	355	32	21031	0.09014084507042254	0.060263653483992465	query_1	['GO:0042221']
GO:BP	GO:0045088	regulation of innate immune response	1.3630252900385514e-06	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	415	355	28	21031	0.07887323943661972	0.06746987951807229	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']
GO:BP	GO:0009967	positive regulation of signal transduction	1.3644322643145107e-06	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1561	355	61	21031	0.17183098591549295	0.039077514413837285	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']
GO:BP	GO:0009968	negative regulation of signal transduction	1.3921888289289951e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1290	355	54	21031	0.15211267605633802	0.04186046511627907	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']
GO:BP	GO:0051247	positive regulation of protein metabolic process	1.4248022504780243e-06	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1253	355	53	21031	0.14929577464788732	0.04229848363926576	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']
GO:BP	GO:0019538	protein metabolic process	1.5183438495186178e-06	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	4912	355	134	21031	0.37746478873239436	0.02728013029315961	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']
GO:BP	GO:0042098	T cell proliferation	1.6806536242512105e-06	True	"""The expansion of a T cell population by cell division. Follows T cell activation."" [GOC:jl]"	214	355	20	21031	0.056338028169014086	0.09345794392523364	query_1	['GO:0042110', 'GO:0046651']
GO:BP	GO:2000147	positive regulation of cell motility	1.795735938247286e-06	True	"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]"	568	355	33	21031	0.09295774647887324	0.058098591549295774	query_1	['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']
GO:MF	GO:0005488	binding	1.8017025543233025e-06	True	"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]"	18370	358	352	20212	0.9832402234636871	0.019161676646706587	query_1	['GO:0003674']
GO:BP	GO:0045621	positive regulation of lymphocyte differentiation	1.973689073265455e-06	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	132	355	16	21031	0.04507042253521127	0.12121212121212122	query_1	['GO:0030098', 'GO:0045619', 'GO:0051251', 'GO:1902107']
GO:BP	GO:0023056	positive regulation of signaling	1.976910120305487e-06	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1778	355	66	21031	0.18591549295774648	0.03712035995500562	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']
GO:BP	GO:0030335	positive regulation of cell migration	2.0228001902228272e-06	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	540	355	32	21031	0.09014084507042254	0.05925925925925926	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']
GO:MF	GO:0044389	ubiquitin-like protein ligase binding	2.177037825230539e-06	True	"""Binding to a ubiquitin-like protein ligase, such as ubiquitin-ligase."" [GOC:jl]"	326	358	24	20212	0.0670391061452514	0.0736196319018405	query_1	['GO:0019899']
GO:BP	GO:0001909	leukocyte mediated cytotoxicity	2.209588742380301e-06	True	"""The directed killing of a target cell by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:11911826]"	133	355	16	21031	0.04507042253521127	0.12030075187969924	query_1	['GO:0001906', 'GO:0002443']
GO:CC	GO:0101002	ficolin-1-rich granule	2.6502885144101083e-06	True	"""Highly exocytosable gelatinase-poor granules found in neutrophils and rich in ficolin-1. Ficolin-1 is released from neutrophil granules by stimulation with fMLP or PMA, and the majority becomes associated with the surface membrane of the cells and can be detected by flow cytometry."" [GOC:mec, PMID:19741154]"	184	358	17	22097	0.04748603351955307	0.09239130434782608	query_1	['GO:0030141']
GO:MF	GO:0140678	molecular function inhibitor activity	2.69785572176704e-06	True	"""A molecular function regulator that inhibits or decreases the activity of its target via non-covalent binding that does not result in covalent modification to the target."" [GOC:curators]"	497	358	30	20212	0.08379888268156424	0.060362173038229376	query_1	['GO:0098772']
GO:BP	GO:0048872	homeostasis of number of cells	3.1861669755092445e-06	True	"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]"	321	355	24	21031	0.0676056338028169	0.07476635514018691	query_1	['GO:0048871']
GO:BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	3.236817054725379e-06	True	"""Any process that modulates the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation."" [GOC:add, GOC:pr, ISBN:0781735149]"	54	355	11	21031	0.030985915492957747	0.2037037037037037	query_1	['GO:0043367', 'GO:0046637', 'GO:2000514']
GO:BP	GO:0009888	tissue development	3.3650470110682505e-06	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	2010	355	71	21031	0.2	0.035323383084577116	query_1	['GO:0048856']
GO:BP	GO:0002507	tolerance induction	3.4792317787754857e-06	True	"""A process that directly activates any of the steps required for tolerance, a physiologic state in which the immune system does not react destructively against the components of an organism that harbors it or against antigens that are introduced to it."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]"	31	355	9	21031	0.02535211267605634	0.2903225806451613	query_1	['GO:0002376', 'GO:0002520']
